#NAME	GSM442218	GSM442219	GSM442220	GSM442221
#CLASS	absent	absent	present	present
216106_at	7.0	1.7	10.2	6.2
216107_at	23.2	17.4	21.5	9.3
216108_at	7.0	1.9	10.3	0.9
216109_at	9.7	11.3	2.5	10.4
216110_x_at	13.1	8.7	12.3	15.5
216111_x_at	154.7	148.4	147.6	172.1
216112_at	20.4	6.3	32.2	26.2
216113_at	0.8	3.1	1.1	0.4
216114_at	41.4	46.2	6.4	18.1
216115_at	15.6	14.9	15.1	18.1
216116_at	2.1	2.6	14.8	6.1
216117_at	7.5	1.4	2.2	1.9
216118_at	13.7	13.7	15.8	1.9
216119_s_at	32.7	15.6	23.1	35.9
216120_s_at	9.1	4.8	0.9	7.1
216121_at	2.9	1.1	10.2	10.0
216122_at	2.1	2.3	2.3	2.1
216123_x_at	2.4	8.7	3.1	3.2
216124_at	1.3	6.7	3.3	0.5
216125_s_at	239.8	215.7	170.4	157.3
216126_at	23.1	6.8	13.8	21.4
216127_at	3.1	1.3	2.9	13.8
216128_at	4.9	5.2	2.4	10.0
216129_at	1.6	10.7	2.1	14.9
216130_at	1.2	2.3	2.8	5.8
216131_at	7.8	9.1	4.3	10.5
216132_at	12.6	1.6	7.8	1.7
216133_at	213.0	195.7	16.6	7.2
216134_at	9.7	0.6	1.8	1.7
216135_at	8.0	0.7	10.2	6.6
216136_at	7.0	4.5	4.6	8.2
216137_s_at	5.0	1.4	17.0	2.9
216138_at	3.6	6.0	5.5	4.1
216139_s_at	29.0	15.3	25.2	38.4
216140_at	1.6	0.8	5.2	1.5
216141_at	27.6	22.4	4.9	24.0
216142_at	5.2	11.2	2.2	9.3
216143_at	3.5	2.2	3.1	1.6
216144_at	15.9	10.2	11.1	1.7
216145_at	2.7	2.3	13.6	8.1
216146_at	7.4	9.1	11.1	12.6
216147_at	1.3	4.5	6.1	10.3
216148_at	13.2	3.3	4.5	6.3
216149_at	5.3	9.9	2.4	10.6
216150_at	4.8	8.2	12.9	14.6
216151_at	3.8	0.9	1.1	0.5
216152_at	20.1	11.1	31.7	18.2
216153_x_at	54.7	63.7	83.5	73.4
216154_at	6.1	3.4	14.7	2.7
216155_at	8.5	0.5	8.5	3.2
216156_at	13.6	6.6	4.4	1.4
216157_at	20.2	3.7	24.6	25.5
216158_at	1.2	0.5	1.2	0.2
216159_s_at	16.9	14.9	30.9	14.4
216160_at	8.7	12.5	2.4	2.8
216161_at	7.3	2.3	12.3	15.6
216162_at	3.4	13.6	13.1	4.8
216163_at	2.6	10.1	4.7	7.0
216164_at	15.8	10.7	13.1	6.7
216165_at	9.1	1.1	0.8	8.0
216166_at	13.5	22.5	15.5	12.3
216167_at	4.3	0.4	0.5	0.9
216168_at	5.2	1.9	1.8	9.6
216169_at	2.7	0.6	1.2	2.0
216170_at	1.0	15.3	10.4	12.6
216171_at	1.0	1.5	0.7	0.4
216172_at	13.6	3.3	2.1	2.5
216173_at	0.4	7.8	4.6	7.9
216174_at	41.8	31.9	48.7	47.5
216175_at	18.9	14.5	17.3	17.1
216176_at	34.9	16.7	44.3	73.0
216177_at	67.3	68.0	108.9	73.7
216178_x_at	3.7	8.5	7.1	15.8
216179_x_at	8.0	8.2	26.7	15.2
216180_s_at	83.8	61.6	84.8	53.6
216181_at	5.8	3.7	5.7	2.1
216182_at	2.7	1.5	1.7	4.2
216183_at	10.7	3.3	3.8	5.6
216184_s_at	1.1	1.9	0.9	0.9
216185_at	2.6	0.9	1.7	2.6
216186_at	4.8	13.1	7.4	27.9
216187_x_at	247.6	225.1	269.9	244.3
216188_at	13.0	1.3	12.9	8.2
216189_at	9.3	0.3	12.0	15.4
216190_x_at	3.4	0.7	6.1	1.2
216191_s_at	581.0	574.8	7.9	13.7
216192_at	5.2	2.1	4.7	0.9
216193_at	19.8	6.0	3.9	4.0
216194_s_at	1292.3	1258.1	676.3	957.1
216195_at	11.9	1.2	23.0	8.2
216196_at	6.2	7.8	10.2	6.0
216197_at	15.2	27.5	8.2	19.1
216198_at	1.5	7.5	1.8	5.8
216199_s_at	336.2	244.5	152.2	165.9
216200_at	18.7	9.5	12.9	7.3
216201_at	1.7	0.6	8.1	1.8
216202_s_at	209.5	265.9	61.0	52.5
216203_at	11.5	14.8	5.0	15.1
216204_at	2.6	6.3	17.9	4.7
216205_s_at	144.8	132.5	192.2	206.4
216206_x_at	13.5	16.2	17.3	31.8
216207_x_at	31.3	22.7	25.9	5.8
216208_s_at	56.1	44.8	44.9	39.1
216209_at	1.1	1.1	2.4	0.8
216210_x_at	261.3	330.4	227.2	211.5
216211_at	21.6	15.4	11.1	13.3
216212_s_at	224.4	210.3	262.8	258.6
216213_at	3.4	6.7	6.7	8.2
216214_at	1.9	1.9	7.1	1.4
216215_s_at	42.5	36.8	47.6	51.3
216216_at	3.5	1.7	14.1	1.1
216217_at	16.1	11.8	2.7	1.9
216218_s_at	207.5	258.6	140.9	127.5
216219_at	11.6	4.3	8.2	9.2
216220_s_at	10.7	7.4	15.1	2.4
216221_s_at	934.5	1010.9	837.7	793.8
216222_s_at	10.1	1.6	1.5	2.5
216223_at	8.1	14.5	11.7	4.1
216224_s_at	25.6	30.6	4.2	19.4
216225_at	13.7	4.4	6.2	5.9
216226_at	48.8	39.9	54.0	57.9
216227_at	1.8	1.7	3.9	7.1
216228_s_at	84.9	88.8	86.3	72.2
216229_x_at	38.6	35.7	44.0	33.3
216230_x_at	61.2	55.1	59.5	44.7
216231_s_at	9698.8	8876.4	8996.8	9270.9
216232_s_at	276.8	259.0	271.4	259.6
216233_at	5.9	6.6	6.4	1.2
216234_s_at	26.9	27.7	32.9	14.3
216235_s_at	1.9	7.8	9.7	14.4
216236_s_at	1465.2	1645.8	917.3	888.0
216237_s_at	1179.4	1142.6	705.1	735.5
216238_s_at	2.6	5.8	1.2	0.4
216239_at	16.1	22.1	4.9	12.8
216240_at	3.4	8.2	13.0	7.3
216241_s_at	1824.1	1725.9	1648.3	1613.7
216242_x_at	448.4	498.2	433.3	494.9
216243_s_at	12.3	19.4	25.8	12.4
216244_at	11.9	0.2	2.1	4.5
216245_at	4.3	6.3	10.5	7.0
216246_at	92.2	74.4	99.4	98.2
216247_at	15.2	18.0	12.3	14.2
216248_s_at	26.9	47.9	173.6	102.9
216249_at	8.3	18.7	28.0	14.9
216250_s_at	2029.1	1874.5	1748.0	1817.6
216251_s_at	249.3	227.5	268.4	277.3
216252_x_at	393.0	363.8	580.3	601.6
216253_s_at	151.9	143.5	344.8	314.1
216254_at	12.6	11.2	19.5	20.2
216255_s_at	0.7	2.1	0.9	0.8
216256_at	12.5	9.5	16.0	16.9
216257_at	8.7	0.8	2.4	13.7
216258_s_at	10.3	8.2	1.6	7.7
216259_at	4.5	13.2	5.9	8.9
216260_at	14.2	15.3	2.7	15.3
216261_at	3.2	9.9	14.6	11.7
216262_s_at	218.9	218.0	233.5	231.2
216263_s_at	11.9	10.3	8.4	10.7
216264_s_at	10.3	4.7	10.1	1.4
216265_x_at	4.5	1.1	12.3	10.8
216266_s_at	377.3	345.6	364.5	307.8
216267_s_at	193.1	136.8	124.0	107.2
216268_s_at	3.3	6.1	131.9	125.8
216269_s_at	13.8	4.2	4.8	16.1
216270_at	1.1	1.7	1.3	1.3
216271_x_at	26.9	13.3	17.6	1.9
216272_x_at	8.7	10.2	43.6	30.8
216273_at	3.2	12.6	29.0	4.2
216274_s_at	1410.0	1367.1	1165.1	1173.8
216275_at	9.8	16.6	17.9	17.0
216276_s_at	6.4	13.2	5.0	20.4
216277_at	6.5	17.4	13.0	5.1
216278_at	7.9	6.1	11.0	19.7
216279_at	14.8	11.4	21.8	20.8
216280_s_at	4.3	0.9	4.1	2.2
216281_at	2.3	2.0	2.2	1.6
216282_x_at	84.5	76.5	86.1	66.9
216283_s_at	1.7	6.2	13.9	10.5
216284_at	1.3	1.7	1.5	5.6
216285_at	2.5	6.3	4.6	3.0
216286_at	0.9	4.5	9.9	0.4
216287_at	5.3	0.4	8.2	0.9
216288_at	19.9	14.7	8.0	8.0
216289_at	9.6	9.0	8.5	5.3
216290_x_at	27.4	14.2	21.8	10.3
216291_at	6.6	3.2	0.6	0.8
216292_at	27.9	19.1	24.6	24.7
216293_at	84.7	83.8	43.6	34.1
216294_s_at	30.0	32.6	42.4	40.3
216295_s_at	1655.1	1586.3	1424.7	1474.9
216296_at	13.8	13.8	18.0	11.0
216297_at	14.7	11.5	6.8	7.5
216298_at	41.5	72.4	36.1	48.8
216299_s_at	40.3	45.7	42.7	41.9
216300_x_at	49.1	20.2	68.3	69.3
216301_at	26.6	21.2	24.3	29.4
216302_at	33.2	20.4	33.5	29.5
216303_s_at	16.2	9.3	16.1	13.6
216304_x_at	1586.9	1708.5	1512.8	1576.3
216305_s_at	153.9	144.4	303.2	265.4
216306_x_at	2870.3	2790.3	2261.4	2249.5
216307_at	3.7	1.2	210.9	196.1
216308_x_at	422.7	451.9	588.3	601.6
216309_x_at	91.2	106.5	94.4	103.4
216310_at	27.5	20.7	26.2	41.0
216311_at	1.4	1.5	3.1	15.8
216312_at	11.7	1.5	1.9	1.9
216313_at	3.2	1.7	0.7	1.6
216314_at	5.4	0.6	6.0	6.4
216315_x_at	54.1	48.6	89.8	48.9
216316_x_at	56.9	51.0	134.1	127.2
216317_x_at	10.6	3.6	10.3	8.7
216318_at	8.0	2.5	21.8	8.6
216319_at	6.3	1.1	4.7	7.4
216320_x_at	14.3	38.1	42.3	39.3
216321_s_at	468.5	480.7	732.3	752.5
216322_at	23.3	16.9	26.7	19.8
216323_x_at	154.9	169.9	164.0	153.6
216324_at	2.9	2.5	2.5	1.9
216325_x_at	14.3	31.2	20.4	13.7
216326_s_at	451.9	441.4	445.1	444.3
216327_s_at	13.3	8.7	3.4	20.2
216328_at	8.4	2.1	1.2	5.9
216329_at	1.7	2.6	6.8	2.6
216330_s_at	21.6	18.2	4.6	6.6
216331_at	10.4	12.8	5.9	4.0
216332_at	2.7	1.9	1.9	2.1
216333_x_at	13.8	15.6	5.7	10.8
216334_s_at	1.1	1.5	1.2	1.4
216336_x_at	530.1	481.7	1107.5	1122.6
216337_at	2.5	3.5	2.2	9.4
216338_s_at	262.5	278.3	218.8	233.1
216339_s_at	2.9	1.3	1.8	1.3
216340_s_at	2.3	1.8	10.8	2.4
216341_s_at	13.5	16.3	6.1	1.3
216342_x_at	4682.2	4345.4	3859.7	3648.4
216343_at	2.3	10.8	1.9	3.3
216344_at	4.9	15.9	2.6	10.8
216345_at	4.1	3.1	3.6	3.9
216346_at	4.0	0.5	1.1	0.8
216347_s_at	55.2	52.1	35.5	23.0
216348_at	257.3	250.9	418.3	376.7
216349_at	28.5	34.3	35.7	29.2
216350_s_at	24.5	32.4	9.8	7.5
216351_x_at	1.2	1.7	15.2	6.2
216352_x_at	2.2	1.9	1.4	2.3
216353_s_at	0.9	6.6	1.4	7.4
216354_at	10.3	20.7	34.8	34.3
216355_at	7.2	4.2	9.1	5.3
216356_x_at	14.5	7.8	1.8	19.4
216357_at	10.5	9.2	2.0	2.0
216358_at	14.8	9.5	28.9	17.5
216359_at	7.9	7.0	7.2	7.9
216360_x_at	40.1	32.5	52.7	52.7
216361_s_at	21.4	17.6	33.7	21.6
216362_at	26.6	21.3	18.8	16.1
216363_at	14.1	10.3	4.5	27.6
216364_s_at	1.3	1.1	1.6	3.7
216365_x_at	16.1	1.0	3.7	1.1
216366_x_at	52.3	36.3	51.0	32.7
216367_at	1.7	1.6	1.3	2.1
216368_s_at	8.5	9.2	8.5	10.5
216369_at	4.8	6.6	1.2	0.3
216370_s_at	17.9	22.8	15.5	9.8
216371_at	21.0	13.2	12.7	4.0
216372_at	5.4	6.5	14.6	12.5
216373_at	0.9	3.7	1.9	2.2
216374_at	5.4	5.8	7.5	6.6
216375_s_at	3.2	3.7	7.0	4.3
216376_x_at	24.6	19.9	35.5	32.4
216377_x_at	31.8	27.5	43.2	31.0
216378_at	9.0	4.2	0.9	0.8
216379_x_at	4.9	7.8	11.6	6.4
216380_x_at	624.5	728.1	548.5	459.4
216381_x_at	82.4	111.0	80.2	62.4
216382_s_at	2.4	4.9	2.8	5.8
216383_at	184.2	142.9	172.7	142.5
216384_x_at	2198.3	2649.0	1779.7	2529.5
216385_at	6.8	9.9	10.5	24.0
216386_at	33.0	11.1	1.6	9.3
216387_x_at	136.9	160.6	171.8	205.5
216388_s_at	42.6	58.0	3.5	3.5
216389_s_at	189.3	192.7	113.6	135.1
216390_at	2.0	2.1	11.8	3.7
216391_s_at	1.0	2.8	8.3	2.9
216392_s_at	249.6	236.8	216.9	228.9
216393_at	15.5	2.6	3.0	4.4
216394_x_at	4.4	14.3	4.8	1.6
216395_at	11.8	6.6	3.7	4.1
216396_s_at	143.8	143.4	187.4	206.9
216397_s_at	116.1	115.3	155.0	165.3
216398_at	15.5	19.7	1.4	14.2
216399_s_at	60.6	43.2	61.4	48.5
216400_at	12.4	6.5	12.1	2.8
216401_x_at	2.3	1.6	2.8	1.5
216402_at	8.7	3.4	9.2	7.0
216403_at	3.3	2.5	3.6	8.6
216404_at	7.9	9.8	1.9	1.9
216405_at	12.5	3.6	11.1	12.7
216406_at	0.4	7.3	5.0	0.9
216407_at	24.1	29.4	22.6	35.3
216408_at	3.3	0.3	11.4	6.2
216409_at	14.2	14.5	16.2	2.1
216410_at	8.7	4.9	7.3	1.3
216411_s_at	34.4	26.8	50.7	43.7
216412_x_at	14.8	10.2	1.3	4.2
216413_at	0.9	11.4	1.1	7.6
216414_at	6.4	0.6	6.8	1.3
216415_at	0.5	0.5	6.8	11.5
216416_at	2.3	1.2	2.5	0.9
216417_x_at	26.2	15.1	24.6	7.7
216418_at	4.2	15.3	2.1	3.6
216419_at	4.3	3.4	2.7	3.0
216420_at	11.1	0.5	5.2	6.5
216421_at	77.7	77.1	64.6	45.1
216422_at	36.7	28.6	39.7	24.0
216423_at	25.7	14.9	22.3	9.2
216424_at	1.0	1.8	1.0	1.9
216425_at	2.9	4.7	4.8	1.8
216426_at	1.7	11.7	3.5	3.5
216427_at	5.5	2.3	2.6	2.8
216428_x_at	35.1	16.8	26.4	15.5
216429_at	14.1	14.4	24.7	16.5
216430_x_at	1.2	2.7	1.9	1.0
216431_at	0.9	1.5	7.2	0.7
216432_at	4.9	1.3	3.9	0.8
216433_s_at	2.0	0.9	7.5	11.0
216434_at	16.7	20.7	25.7	14.5
216435_at	0.9	0.4	0.9	0.5
216436_at	9.0	6.0	10.7	13.4
216437_at	13.0	2.1	15.5	7.7
216438_s_at	9309.9	9008.2	9040.1	8984.4
216439_at	17.3	3.8	2.2	5.8
216440_at	6.2	7.7	2.7	20.7
216441_at	2.9	1.1	1.2	0.9
216442_x_at	2.9	12.1	409.2	418.9
216443_at	0.6	9.0	2.4	8.7
216444_at	8.9	7.0	0.8	3.9
216445_at	1.6	1.7	3.5	0.8
216446_at	3.6	9.2	14.6	8.4
216447_at	2.2	1.0	0.8	0.8
216448_at	12.2	4.4	17.4	19.6
216449_x_at	941.6	1010.1	880.7	979.5
216450_x_at	63.5	49.0	73.0	66.0
216451_at	4.0	8.0	10.2	4.3
216452_at	18.1	1.3	2.4	2.4
216453_at	7.7	4.0	4.5	7.3
216454_at	12.7	9.8	1.1	4.3
216455_at	16.9	12.3	7.9	7.6
216456_at	5.6	2.1	1.0	1.5
216457_s_at	835.0	736.1	891.7	932.0
216458_at	3.9	13.5	4.2	6.6
216459_x_at	15.8	9.6	28.5	15.1
216460_at	1.9	2.1	3.1	1.9
216461_at	3.7	4.2	6.2	13.4
216462_at	6.9	1.5	4.8	0.8
216463_at	7.0	5.9	5.1	1.0
216464_x_at	14.2	9.9	5.4	2.2
216465_at	1.8	8.0	1.6	2.9
216466_at	2.1	6.9	0.9	0.9
216467_s_at	2.5	10.1	9.4	1.8
216468_s_at	10.0	17.0	1.4	4.6
216469_at	2.1	0.4	0.3	1.2
216470_x_at	9.6	1.5	1.6	0.8
216471_x_at	2.0	2.1	5.3	1.5
216472_at	1.7	3.9	1.7	1.5
216473_x_at	27.5	26.2	13.2	6.5
216474_x_at	8.1	2.8	51.2	36.0
216475_at	21.4	15.4	21.9	12.7
216476_at	15.6	15.1	3.1	20.2
216477_at	2.1	0.7	3.1	12.4
216478_at	2.1	6.2	7.4	0.3
216479_at	22.1	28.1	31.0	24.6
216480_x_at	7.4	7.2	10.4	10.9
216481_at	18.9	3.0	13.2	6.5
216482_x_at	10.1	3.9	2.0	13.0
216483_s_at	494.1	517.8	376.5	385.7
216484_x_at	419.4	481.0	407.4	483.7
216485_s_at	5.8	3.7	5.1	2.1
216486_x_at	69.5	62.0	85.4	88.4
216487_at	1.3	1.1	5.8	1.1
216488_s_at	45.0	48.2	33.9	28.7
216489_at	13.1	7.0	4.8	13.5
216490_x_at	14.9	12.3	32.5	31.1
216491_x_at	5.0	13.8	1.3	7.4
216492_at	8.3	4.3	3.9	6.6
216493_s_at	2.8	6.7	28.5	34.6
216494_at	11.5	7.6	1.3	3.7
216495_x_at	19.4	36.5	7.3	4.5
216496_s_at	2.6	9.7	7.4	3.8
216497_at	28.8	36.8	62.5	24.0
216498_at	1.9	9.0	1.2	5.7
216499_at	17.3	11.8	19.6	16.6
216500_at	3.8	2.6	1.2	1.1
216501_at	1.0	0.8	1.5	0.8
216502_at	10.2	2.6	12.8	15.6
216503_s_at	62.0	55.8	55.4	67.2
216504_s_at	35.5	38.2	12.6	14.3
216505_x_at	1105.5	984.9	1174.5	1112.6
216506_x_at	54.8	41.3	42.9	53.8
216507_at	15.5	7.7	2.6	14.0
216508_x_at	769.8	649.0	999.8	840.8
216509_x_at	22.9	21.9	19.9	0.8
216510_x_at	9.1	1.2	14.5	8.6
216511_s_at	16.2	6.2	25.3	15.9
216512_s_at	11.0	14.2	23.3	26.1
216513_at	1.9	11.0	1.6	6.9
216514_at	12.6	6.4	11.2	11.9
216515_x_at	3426.9	3263.7	3039.4	3066.3
216516_at	6.3	10.6	6.1	9.1
216517_at	2.1	9.1	13.4	6.9
216518_at	4.0	3.2	2.7	3.0
216519_s_at	6.9	1.9	1.5	3.7
216520_s_at	11165.9	9447.0	9647.0	9475.8
216521_s_at	142.2	157.3	167.3	170.9
216522_at	4.4	15.9	7.5	2.8
216524_x_at	27.8	48.2	47.8	27.6
216525_x_at	496.1	463.6	454.1	441.3
216526_x_at	6793.2	6627.7	6335.6	6426.3
216527_at	18.8	22.3	16.5	6.1
216528_at	2.3	3.5	24.2	13.8
216529_at	4.5	2.3	2.5	6.5
216530_at	4.8	5.0	8.4	3.5
216531_at	32.9	30.6	29.0	19.4
216532_x_at	110.2	74.5	142.5	97.5
216533_at	0.6	0.6	0.3	5.0
216534_at	0.8	0.6	0.8	0.6
216535_at	2.9	4.3	2.8	4.0
216536_at	3.7	6.4	1.3	2.3
216537_s_at	12.4	25.7	28.8	11.5
216538_at	23.8	2.2	13.7	15.9
216539_at	3.8	7.5	3.2	1.1
216540_at	18.5	15.5	18.5	13.6
216541_x_at	15.6	0.9	6.6	19.0
216542_x_at	24.7	28.8	7.6	29.4
216543_at	1.9	4.3	4.3	0.9
216544_at	7.8	8.7	9.0	2.3
216545_at	10.2	11.9	26.6	11.9
216546_s_at	25.1	2.9	2.6	1.3
216547_at	182.7	180.2	221.6	191.1
216548_x_at	56.2	63.1	41.5	82.8
216549_s_at	34.8	23.8	36.5	32.7
216550_x_at	131.7	103.9	118.0	192.3
216551_x_at	310.1	312.4	236.8	140.6
216552_x_at	16.3	7.8	1.7	1.6
216553_x_at	17.5	7.0	10.7	10.4
216554_s_at	60.4	72.9	76.5	74.4
216555_at	7.8	11.2	9.4	7.9
216556_x_at	36.9	32.5	48.1	33.9
216557_x_at	12.1	12.8	8.5	12.2
216558_x_at	6.9	14.6	1.6	5.9
216559_x_at	561.4	564.6	655.1	583.9
216560_x_at	1.1	1.0	2.2	2.3
216561_x_at	8.1	8.0	5.2	12.7
216562_at	1.4	3.6	2.7	5.4
216563_at	37.8	29.0	39.3	40.1
216564_at	2.4	2.3	3.7	20.5
216565_x_at	420.1	450.9	149.8	157.1
216566_at	1.7	7.7	6.1	11.1
216567_at	6.3	2.1	1.3	0.8
216568_x_at	0.7	1.9	2.9	4.4
216569_at	4.8	2.9	5.2	8.0
216570_x_at	2497.5	2781.2	2389.5	1819.5
216571_at	3.3	3.4	5.5	5.3
216572_at	0.9	1.1	1.1	0.8
216573_at	1.6	1.2	8.9	1.1
216574_s_at	73.6	73.0	66.5	62.6
216575_at	20.0	14.4	18.8	11.5
216576_x_at	2.8	0.9	12.4	9.2
216577_at	4.0	25.6	15.7	19.9
216578_at	4.3	4.1	4.1	2.4
216579_at	1.7	1.9	4.3	1.6
216580_at	12.6	6.3	20.1	7.9
216581_at	2.2	22.2	2.5	3.7
216582_at	6.8	4.4	16.1	19.1
216583_x_at	134.3	36.1	89.0	149.3
216584_at	3.8	3.9	6.6	1.8
216585_at	0.8	2.2	4.0	2.4
216586_at	13.5	18.7	22.1	5.0
216587_s_at	4.1	0.9	1.8	1.6
216588_at	7.9	0.5	0.3	1.2
216589_at	28.4	25.1	27.0	17.1
216590_at	6.9	2.5	3.5	5.2
216591_s_at	305.8	306.8	365.0	359.1
216592_at	1.4	10.9	2.9	6.6
216593_s_at	223.4	243.4	170.1	177.9
216594_x_at	26.2	13.7	87.1	75.0
216595_at	6.8	9.4	6.9	11.0
216596_at	13.6	8.0	2.5	12.5
216597_at	1.7	2.8	3.8	3.3
216598_s_at	12.6	1.2	198.3	165.3
216599_x_at	1.7	1.5	1.6	1.5
216600_x_at	39.0	36.2	37.8	19.1
216601_at	5.3	7.1	19.3	3.2
216602_s_at	401.9	356.1	280.1	292.7
216603_at	6.7	13.2	1.7	2.3
216604_s_at	35.3	32.1	9.7	2.6
216605_s_at	125.2	117.5	23.1	22.9
216606_x_at	175.4	144.5	121.9	121.1
216607_s_at	171.6	200.8	779.7	756.1
216608_at	6.2	1.8	15.5	5.0
216609_at	93.6	77.5	154.3	144.2
216610_at	8.4	14.5	6.8	14.4
216611_s_at	3.2	2.4	3.8	3.0
216612_x_at	1.6	7.9	12.8	3.1
216613_at	1.1	6.0	9.2	5.1
216614_at	4.2	18.0	5.5	11.7
216615_s_at	5.3	6.5	19.7	22.2
216616_at	1.8	1.6	6.2	4.1
216617_s_at	13.4	12.9	1.9	6.6
216618_at	2.4	11.6	6.3	6.5
216619_at	0.8	1.0	1.4	4.5
216620_s_at	7.0	11.9	568.7	478.1
216621_at	20.3	13.2	15.4	18.6
216622_at	4.1	7.4	1.8	2.3
216623_x_at	0.5	0.9	7.4	3.7
216624_s_at	29.1	28.8	72.3	70.8
216625_at	7.3	3.1	2.2	1.5
216626_at	12.6	1.7	1.9	8.3
216627_s_at	41.6	39.9	15.2	22.7
216628_at	14.7	12.9	1.5	10.6
216629_at	20.1	19.0	25.9	18.9
216630_at	8.5	3.6	3.6	1.6
216631_s_at	33.1	9.7	26.3	27.0
216632_at	1.5	1.7	1.8	0.7
216633_s_at	3.7	3.1	15.1	24.7
216634_at	0.9	1.2	0.4	4.5
216635_at	11.6	3.0	9.9	6.2
216636_at	6.8	16.7	2.5	6.5
216637_at	3.2	1.7	4.7	1.5
216638_s_at	2.2	2.9	7.2	4.4
216639_at	6.8	5.7	5.8	0.5
216640_s_at	1188.0	1291.7	1546.3	1533.3
216641_s_at	14.2	5.3	15.5	22.8
216642_at	6.1	6.5	4.6	1.8
216643_at	8.9	4.8	10.4	5.7
216644_at	18.7	4.4	9.9	8.7
216645_at	11.9	30.3	6.2	26.2
216646_at	9.5	2.4	1.8	1.9
216647_at	39.9	22.6	35.6	28.2
216648_s_at	5.6	1.2	4.6	8.3
216649_at	0.9	1.1	6.3	1.6
216650_at	71.6	59.3	70.5	47.7
216651_s_at	18.5	13.1	20.8	0.7
216652_s_at	418.0	418.7	405.8	386.3
216653_at	2.9	2.0	16.8	7.3
216654_at	2.2	1.3	2.6	11.1
216655_s_at	11.4	4.0	2.9	19.3
216656_at	1.3	1.5	3.4	1.4
216657_at	5.8	5.0	13.8	18.2
216658_at	16.2	16.3	13.2	7.4
216659_at	2.0	0.3	0.8	0.6
216660_at	1.4	0.7	1.1	2.8
216661_x_at	18.9	9.3	9.1	19.2
216662_at	9.4	13.9	2.4	7.8
216663_s_at	1.4	10.0	8.4	6.0
216664_at	1.1	1.3	1.6	1.7
216665_s_at	4.1	0.7	12.8	6.8
216666_at	7.1	4.1	4.8	11.8
216667_at	11.7	1.6	3.5	2.6
216668_at	26.6	20.1	31.0	4.0
216669_at	1.8	4.6	4.2	9.0
216670_at	9.9	4.5	2.7	2.7
216671_x_at	8.0	7.7	6.4	4.3
216672_s_at	8.1	2.4	0.3	0.7
216673_at	4.8	18.3	13.6	6.7
216674_at	0.9	5.7	4.1	20.2
216675_at	16.9	18.7	9.2	3.9
216676_x_at	7.8	3.5	2.3	2.6
216677_at	16.2	14.5	21.7	6.6
216678_at	35.4	33.7	41.3	42.5
216679_at	13.3	6.5	20.8	8.2
216680_s_at	43.0	23.5	26.7	37.6
216681_at	8.4	4.0	1.0	4.0
216682_s_at	25.3	15.5	28.6	18.3
216683_at	8.4	2.8	17.8	8.0
216684_s_at	117.0	120.9	121.2	134.3
216685_s_at	44.6	63.1	36.9	31.5
216686_at	3.3	1.6	3.1	1.2
216687_x_at	3.1	11.5	2.3	3.6
216688_at	15.2	1.7	31.8	13.5
216689_x_at	162.9	184.1	139.6	152.5
216690_at	11.3	2.3	3.8	7.2
216691_at	2.6	1.3	10.1	1.5
216692_at	24.5	19.4	33.8	29.7
216693_x_at	652.7	726.2	149.3	145.9
216694_at	14.5	10.2	3.7	8.8
216695_s_at	4.4	16.5	2.3	9.3
216696_s_at	21.0	17.8	14.1	15.1
216697_at	2.7	1.8	11.8	6.4
216698_x_at	23.0	20.5	22.1	26.8
216699_s_at	37.7	32.8	65.0	52.7
216700_at	2.9	2.7	4.6	5.0
216701_at	10.5	13.3	8.8	13.7
216702_x_at	7.5	7.3	44.3	28.9
216703_at	3.1	6.5	13.2	2.2
216704_at	1.0	6.0	7.7	2.7
216705_s_at	435.1	483.4	490.7	614.3
216706_x_at	5.0	2.7	12.2	3.6
216707_at	1.2	2.7	1.4	1.4
216708_x_at	9.8	1.0	3.2	0.7
216709_at	6.5	7.1	3.4	2.9
216710_x_at	3.1	3.1	21.6	15.6
216711_s_at	49.5	39.5	38.9	49.5
216712_at	10.9	11.6	7.4	1.4
216713_at	145.9	140.6	101.5	133.1
216714_at	0.8	0.8	5.2	1.0
216715_at	32.1	35.6	41.5	13.0
216716_at	11.4	6.5	9.2	13.6
216717_at	1.1	0.9	1.1	1.4
216718_at	3.1	9.6	1.4	6.1
216719_s_at	8.9	6.0	8.0	7.8
216720_at	0.4	2.9	0.6	0.8
216721_at	5.9	12.7	14.7	15.2
216722_at	2.3	3.2	0.4	0.2
216723_at	10.1	5.4	14.0	14.3
216724_at	1.8	3.3	1.0	0.6
216725_at	1.3	3.3	3.1	1.2
216726_at	0.8	1.5	1.3	1.0
216727_at	3.5	8.8	4.5	1.9
216728_at	6.9	1.7	7.1	9.0
216729_at	9.7	8.3	14.3	6.4
216730_at	28.1	20.0	36.6	4.1
216731_s_at	1.6	2.0	1.0	6.7
216732_at	0.8	0.7	1.9	0.4
216733_s_at	18.9	19.2	108.9	134.1
216734_s_at	14.7	24.4	5.6	16.6
216735_x_at	11.2	8.9	14.4	5.2
216736_at	6.6	3.8	7.1	4.2
216737_at	4.7	3.3	5.0	5.6
216738_at	1.8	18.0	19.9	3.0
216739_at	16.3	3.2	26.1	14.1
216740_at	4.8	1.1	9.0	6.1
216741_at	1.9	1.6	2.1	2.2
216742_at	4.5	9.5	1.1	2.6
216743_at	1.9	8.3	3.2	2.8
